,example_index,split
14971,14971,valid
14972,14972,train
14973,14973,train
14974,14974,train
14975,14975,train
14976,14976,valid
14977,14977,train
14978,14978,train
14979,14979,train
14980,14980,valid
14981,14981,train
14982,14982,test
14983,14983,train
14984,14984,train
14985,14985,valid
14986,14986,train
14987,14987,train
14988,14988,valid
14989,14989,train
14990,14990,train
14991,14991,train
14992,14992,train
14993,14993,train
14994,14994,train
14995,14995,train
14996,14996,train
14997,14997,train
14998,14998,train
14999,14999,train
15000,15000,valid
15001,15001,test
15002,15002,test
15003,15003,train
15004,15004,train
15005,15005,train
15006,15006,train
15007,15007,train
15008,15008,train
15009,15009,train
15010,15010,train
15011,15011,train
15012,15012,train
15013,15013,train
15014,15014,train
15015,15015,train
15016,15016,test
15017,15017,train
15018,15018,train
15019,15019,train
15020,15020,train
15021,15021,train
15022,15022,valid
15023,15023,valid
15024,15024,train
15025,15025,train
15026,15026,valid
15027,15027,valid
15028,15028,train
15029,15029,train
15030,15030,train
15031,15031,train
15032,15032,train
15033,15033,train
15034,15034,train
15035,15035,train
15036,15036,train
15037,15037,train
15038,15038,train
15039,15039,train
15040,15040,train
15041,15041,valid
15042,15042,train
15043,15043,train
15044,15044,train
15045,15045,train
15046,15046,train
15047,15047,train
15048,15048,train
15049,15049,train
15050,15050,train
15051,15051,test
15052,15052,train
15053,15053,train
15054,15054,train
15055,15055,test
15056,15056,train
15057,15057,train
15058,15058,train
15059,15059,valid
15060,15060,train
15061,15061,test
15062,15062,train
15063,15063,train
15064,15064,train
15065,15065,train
15066,15066,test
15067,15067,test
15068,15068,train
15069,15069,valid
15070,15070,train
15071,15071,train
15072,15072,train
15073,15073,train
15074,15074,train
15075,15075,train
15076,15076,train
15077,15077,test
15078,15078,train
15079,15079,train
15080,15080,train
15081,15081,train
15082,15082,test
15083,15083,train
15084,15084,train
15085,15085,train
15086,15086,valid
15087,15087,train
15088,15088,train
15089,15089,train
15090,15090,train
15091,15091,train
15092,15092,train
15093,15093,train
15094,15094,test
15095,15095,train
15096,15096,train
15097,15097,train
15098,15098,train
15099,15099,train
15100,15100,train
15101,15101,train
15102,15102,train
15103,15103,train
15104,15104,train
15105,15105,train
15106,15106,test
15107,15107,train
15108,15108,test
15109,15109,train
15110,15110,train
15111,15111,train
15112,15112,train
15113,15113,train
15114,15114,train
15115,15115,test
15116,15116,valid
15117,15117,train
15118,15118,train
15119,15119,train
15120,15120,train
15121,15121,train
15122,15122,train
15123,15123,train
15124,15124,test
15125,15125,test
15126,15126,train
15127,15127,train
15128,15128,train
15129,15129,train
15130,15130,valid
15131,15131,train
15132,15132,test
15133,15133,test
15134,15134,valid
15135,15135,train
15136,15136,test
15137,15137,train
15138,15138,train
15139,15139,train
15140,15140,train
15141,15141,train
15142,15142,train
15143,15143,train
15144,15144,train
15145,15145,train
15146,15146,train
15147,15147,test
15148,15148,train
15149,15149,train
15150,15150,train
15151,15151,train
15152,15152,train
15153,15153,train
15154,15154,train
15155,15155,train
15156,15156,train
15157,15157,train
15158,15158,train
15159,15159,valid
15160,15160,train
15161,15161,train
15162,15162,train
15163,15163,valid
15164,15164,train
15165,15165,train
15166,15166,train
15167,15167,train
15168,15168,train
15169,15169,train
15170,15170,train
15171,15171,train
15172,15172,valid
15173,15173,test
15174,15174,train
15175,15175,train
15176,15176,valid
15177,15177,train
15178,15178,train
15179,15179,valid
15180,15180,train
15181,15181,train
15182,15182,train
15183,15183,valid
15184,15184,train
15185,15185,train
15186,15186,train
15187,15187,valid
15188,15188,train
15189,15189,train
15190,15190,train
15191,15191,valid
15192,15192,train
15193,15193,train
15194,15194,train
15195,15195,train
15196,15196,train
15197,15197,train
15198,15198,valid
15199,15199,train
15200,15200,train
15201,15201,test
15202,15202,train
15203,15203,train
15204,15204,valid
15205,15205,train
15206,15206,test
15207,15207,train
15208,15208,train
15209,15209,test
15210,15210,train
15211,15211,train
15212,15212,train
15213,15213,train
15214,15214,train
15215,15215,train
15216,15216,train
15217,15217,valid
15218,15218,train
15219,15219,valid
15220,15220,train
15221,15221,train
15222,15222,valid
15223,15223,train
15224,15224,train
15225,15225,valid
15226,15226,valid
15227,15227,valid
15228,15228,train
15229,15229,train
15230,15230,train
15231,15231,train
15232,15232,train
15233,15233,train
15234,15234,train
15235,15235,train
15236,15236,train
15237,15237,train
15238,15238,train
15239,15239,test
15240,15240,train
15241,15241,train
15242,15242,train
15243,15243,train
15244,15244,train
15245,15245,valid
15246,15246,train
15247,15247,train
15248,15248,train
15249,15249,test
15250,15250,train
15251,15251,train
15252,15252,test
15253,15253,train
15254,15254,train
15255,15255,train
15256,15256,train
15257,15257,train
15258,15258,valid
15259,15259,train
15260,15260,test
15261,15261,train
15262,15262,valid
15263,15263,train
15264,15264,valid
15265,15265,train
15266,15266,train
15267,15267,train
15268,15268,train
15269,15269,train
15270,15270,train
15271,15271,train
15272,15272,train
15273,15273,train
15274,15274,train
15275,15275,train
15276,15276,train
15277,15277,train
15278,15278,train
15279,15279,valid
15280,15280,train
15281,15281,train
15282,15282,train
15283,15283,train
15284,15284,train
15285,15285,train
15286,15286,train
15287,15287,train
15288,15288,test
15289,15289,train
15290,15290,test
15291,15291,train
15292,15292,train
15293,15293,train
15294,15294,train
15295,15295,train
15296,15296,valid
15297,15297,train
15298,15298,train
15299,15299,train
15300,15300,train
15301,15301,test
15302,15302,train
15303,15303,train
15304,15304,train
15305,15305,train
15306,15306,train
15307,15307,train
15308,15308,train
15309,15309,train
15310,15310,train
15311,15311,valid
15312,15312,valid
15313,15313,train
15314,15314,train
15315,15315,train
15316,15316,train
15317,15317,train
15318,15318,train
15319,15319,valid
15320,15320,train
15321,15321,test
15322,15322,train
15323,15323,train
15324,15324,train
15325,15325,train
15326,15326,train
15327,15327,train
15328,15328,train
15329,15329,train
15330,15330,valid
15331,15331,train
15332,15332,train
15333,15333,train
15334,15334,train
15335,15335,train
15336,15336,train
15337,15337,valid
15338,15338,train
15339,15339,train
15340,15340,train
15341,15341,test
15342,15342,train
15343,15343,train
15344,15344,train
15345,15345,train
15346,15346,train
15347,15347,train
15348,15348,train
15349,15349,train
15350,15350,train
15351,15351,train
15352,15352,train
15353,15353,train
15354,15354,train
15355,15355,train
15356,15356,valid
15357,15357,train
15358,15358,valid
15359,15359,train
15360,15360,train
15361,15361,train
15362,15362,train
15363,15363,train
15364,15364,train
15365,15365,train
15366,15366,train
15367,15367,train
15368,15368,test
15369,15369,train
15370,15370,train
15371,15371,train
15372,15372,train
15373,15373,test
15374,15374,train
15375,15375,train
15376,15376,train
15377,15377,train
15378,15378,train
15379,15379,train
15380,15380,train
15381,15381,train
15382,15382,train
15383,15383,train
15384,15384,train
15385,15385,train
15386,15386,train
15387,15387,train
15388,15388,test
15389,15389,test
15390,15390,train
15391,15391,train
15392,15392,train
15393,15393,train
15394,15394,train
15395,15395,train
15396,15396,train
15397,15397,valid
15398,15398,train
15399,15399,train
15400,15400,train
15401,15401,test
15402,15402,train
15403,15403,valid
15404,15404,train
15405,15405,train
15406,15406,train
15407,15407,train
15408,15408,train
15409,15409,train
15410,15410,train
15411,15411,test
15412,15412,train
15413,15413,train
15414,15414,train
15415,15415,train
15416,15416,train
15417,15417,train
15418,15418,train
15419,15419,train
15420,15420,test
15421,15421,valid
15422,15422,train
15423,15423,train
15424,15424,train
15425,15425,train
15426,15426,train
15427,15427,train
15428,15428,train
15429,15429,train
15430,15430,train
15431,15431,train
15432,15432,train
15433,15433,train
15434,15434,test
15435,15435,train
15436,15436,train
15437,15437,train
15438,15438,train
15439,15439,train
15440,15440,train
15441,15441,train
15442,15442,train
15443,15443,train
15444,15444,train
15445,15445,valid
15446,15446,train
15447,15447,train
15448,15448,train
15449,15449,test
15450,15450,train
15451,15451,train
15452,15452,train
15453,15453,train
15454,15454,train
15455,15455,train
15456,15456,train
15457,15457,test
15458,15458,valid
15459,15459,train
15460,15460,train
15461,15461,train
15462,15462,train
15463,15463,valid
15464,15464,train
15465,15465,train
15466,15466,train
15467,15467,train
15468,15468,train
15469,15469,train
15470,15470,train
15471,15471,train
15472,15472,valid
15473,15473,train
15474,15474,train
15475,15475,train
15476,15476,valid
15477,15477,train
15478,15478,train
15479,15479,train
15480,15480,train
15481,15481,train
15482,15482,test
15483,15483,train
15484,15484,train
15485,15485,train
15486,15486,test
15487,15487,train
15488,15488,train
15489,15489,valid
15490,15490,train
15491,15491,train
15492,15492,test
15493,15493,train
15494,15494,train
15495,15495,test
15496,15496,train
15497,15497,train
15498,15498,train
15499,15499,valid
15500,15500,train
15501,15501,valid
15502,15502,train
15503,15503,train
15504,15504,train
15505,15505,train
15506,15506,train
15507,15507,train
15508,15508,train
15509,15509,train
15510,15510,train
15511,15511,train
15512,15512,train
15513,15513,train
15514,15514,valid
15515,15515,test
15516,15516,train
15517,15517,test
15518,15518,train
15519,15519,train
15520,15520,test
15521,15521,test
15522,15522,train
15523,15523,valid
15524,15524,test
15525,15525,train
15526,15526,valid
15527,15527,train
15528,15528,train
15529,15529,train
15530,15530,test
15531,15531,train
15532,15532,train
15533,15533,train
15534,15534,test
15535,15535,test
15536,15536,train
15537,15537,test
15538,15538,train
15539,15539,train
15540,15540,train
15541,15541,train
15542,15542,train
15543,15543,train
15544,15544,train
15545,15545,train
15546,15546,train
15547,15547,train
15548,15548,train
15549,15549,test
15550,15550,valid
15551,15551,train
15552,15552,test
15553,15553,train
15554,15554,train
15555,15555,test
15556,15556,train
15557,15557,train
15558,15558,train
15559,15559,train
15560,15560,train
15561,15561,train
15562,15562,train
15563,15563,train
15564,15564,train
15565,15565,train
15566,15566,train
15567,15567,valid
15568,15568,train
15569,15569,train
15570,15570,train
15571,15571,train
15572,15572,train
15573,15573,train
15574,15574,train
15575,15575,train
15576,15576,train
15577,15577,valid
15578,15578,valid
15579,15579,train
15580,15580,train
15581,15581,train
15582,15582,test
15583,15583,valid
15584,15584,train
15585,15585,train
15586,15586,train
15587,15587,train
15588,15588,train
15589,15589,test
15590,15590,train
15591,15591,train
15592,15592,train
15593,15593,train
15594,15594,test
15595,15595,train
15596,15596,train
15597,15597,train
15598,15598,train
15599,15599,train
15600,15600,train
15601,15601,train
15602,15602,train
15603,15603,train
15604,15604,train
15605,15605,train
15606,15606,train
15607,15607,train
15608,15608,train
15609,15609,train
15610,15610,train
15611,15611,train
15612,15612,valid
15613,15613,train
15614,15614,train
15615,15615,test
15616,15616,train
15617,15617,train
15618,15618,train
15619,15619,train
15620,15620,train
15621,15621,train
15622,15622,valid
15623,15623,train
15624,15624,train
15625,15625,train
15626,15626,train
15627,15627,train
15628,15628,valid
15629,15629,train
15630,15630,train
15631,15631,train
15632,15632,train
15633,15633,train
15634,15634,test
15635,15635,valid
15636,15636,train
15637,15637,train
15638,15638,train
15639,15639,train
15640,15640,train
15641,15641,train
15642,15642,train
15643,15643,train
15644,15644,test
15645,15645,train
15646,15646,train
15647,15647,train
15648,15648,train
15649,15649,train
15650,15650,train
15651,15651,train
15652,15652,train
15653,15653,test
15654,15654,test
15655,15655,test
15656,15656,train
15657,15657,train
15658,15658,train
15659,15659,train
15660,15660,valid
15661,15661,valid
15662,15662,train
15663,15663,train
15664,15664,test
15665,15665,train
15666,15666,train
15667,15667,train
15668,15668,train
15669,15669,train
15670,15670,train
15671,15671,train
15672,15672,train
15673,15673,train
15674,15674,train
15675,15675,train
15676,15676,train
15677,15677,train
15678,15678,train
15679,15679,test
15680,15680,train
15681,15681,train
15682,15682,train
15683,15683,train
15684,15684,train
15685,15685,train
15686,15686,valid
15687,15687,train
15688,15688,train
15689,15689,train
15690,15690,test
15691,15691,train
15692,15692,train
15693,15693,valid
15694,15694,train
15695,15695,train
15696,15696,test
15697,15697,train
15698,15698,train
15699,15699,train
15700,15700,train
15701,15701,train
15702,15702,train
15703,15703,train
15704,15704,train
15705,15705,train
15706,15706,train
15707,15707,train
15708,15708,train
15709,15709,train
15710,15710,train
15711,15711,train
15712,15712,train
15713,15713,train
15714,15714,train
15715,15715,train
15716,15716,train
15717,15717,train
15718,15718,train
15719,15719,valid
15720,15720,train
15721,15721,train
15722,15722,train
15723,15723,test
15724,15724,train
15725,15725,train
15726,15726,train
15727,15727,train
15728,15728,test
15729,15729,train
15730,15730,train
15731,15731,valid
15732,15732,train
15733,15733,train
15734,15734,train
15735,15735,train
15736,15736,train
15737,15737,train
15738,15738,train
15739,15739,train
15740,15740,train
15741,15741,train
15742,15742,train
15743,15743,train
15744,15744,train
15745,15745,train
15746,15746,train
15747,15747,train
15748,15748,valid
15749,15749,train
15750,15750,valid
15751,15751,train
15752,15752,train
15753,15753,train
15754,15754,valid
15755,15755,train
15756,15756,train
15757,15757,train
15758,15758,train
15759,15759,train
15760,15760,train
15761,15761,train
15762,15762,train
15763,15763,train
15764,15764,train
15765,15765,train
15766,15766,train
15767,15767,train
15768,15768,valid
15769,15769,train
15770,15770,train
15771,15771,train
15772,15772,train
15773,15773,train
15774,15774,train
15775,15775,test
15776,15776,train
15777,15777,train
15778,15778,valid
15779,15779,test
15780,15780,train
15781,15781,train
15782,15782,train
15783,15783,train
15784,15784,train
15785,15785,train
15786,15786,train
15787,15787,train
15788,15788,test
15789,15789,train
15790,15790,train
15791,15791,test
15792,15792,train
15793,15793,train
15794,15794,train
15795,15795,train
15796,15796,train
15797,15797,train
15798,15798,train
15799,15799,train
15800,15800,train
15801,15801,train
15802,15802,train
15803,15803,train
15804,15804,test
15805,15805,train
15806,15806,train
15807,15807,train
15808,15808,train
15809,15809,train
15810,15810,train
15811,15811,test
15812,15812,train
15813,15813,train
15814,15814,train
15815,15815,valid
15816,15816,train
15817,15817,train
15818,15818,test
15819,15819,train
15820,15820,valid
15821,15821,train
15822,15822,train
15823,15823,test
15824,15824,train
15825,15825,train
15826,15826,train
15827,15827,train
15828,15828,train
15829,15829,train
15830,15830,train
15831,15831,train
15832,15832,train
15833,15833,test
15834,15834,train
15835,15835,valid
15836,15836,train
15837,15837,train
15838,15838,train
15839,15839,train
15840,15840,test
15841,15841,train
15842,15842,train
15843,15843,train
15844,15844,valid
15845,15845,train
15846,15846,test
15847,15847,train
15848,15848,train
15849,15849,train
15850,15850,train
15851,15851,train
15852,15852,valid
15853,15853,train
15854,15854,train
15855,15855,valid
15856,15856,train
15857,15857,valid
15858,15858,train
15859,15859,train
15860,15860,train
15861,15861,train
15862,15862,train
15863,15863,train
15864,15864,train
15865,15865,train
15866,15866,train
15867,15867,train
15868,15868,train
15869,15869,valid
15870,15870,train
15871,15871,train
15872,15872,train
15873,15873,train
15874,15874,train
15875,15875,train
15876,15876,train
15877,15877,valid
15878,15878,train
15879,15879,test
15880,15880,train
15881,15881,train
15882,15882,train
15883,15883,test
15884,15884,train
15885,15885,test
15886,15886,train
15887,15887,train
15888,15888,train
15889,15889,train
15890,15890,test
15891,15891,train
15892,15892,train
15893,15893,train
15894,15894,train
15895,15895,train
15896,15896,train
15897,15897,test
15898,15898,train
15899,15899,train
15900,15900,train
15901,15901,train
15902,15902,valid
15903,15903,train
15904,15904,train
15905,15905,train
15906,15906,test
15907,15907,train
15908,15908,train
15909,15909,train
15910,15910,train
15911,15911,test
15912,15912,train
15913,15913,train
15914,15914,train
15915,15915,train
15916,15916,train
15917,15917,train
15918,15918,valid
15919,15919,train
15920,15920,train
15921,15921,train
15922,15922,valid
15923,15923,train
15924,15924,test
15925,15925,train
15926,15926,train
15927,15927,train
15928,15928,valid
15929,15929,test
15930,15930,train
15931,15931,valid
15932,15932,train
15933,15933,train
15934,15934,train
15935,15935,train
15936,15936,train
15937,15937,train
15938,15938,train
15939,15939,train
15940,15940,train
15941,15941,train
15942,15942,train
15943,15943,test
15944,15944,train
15945,15945,train
15946,15946,train
15947,15947,train
15948,15948,train
15949,15949,train
15950,15950,train
15951,15951,train
15952,15952,valid
15953,15953,train
15954,15954,valid
15955,15955,train
15956,15956,train
15957,15957,train
15958,15958,train
15959,15959,train
15960,15960,train
15961,15961,train
15962,15962,test
15963,15963,train
15964,15964,train
15965,15965,test
15966,15966,valid
15967,15967,train
15968,15968,train
15969,15969,train
15970,15970,train
15971,15971,train
15972,15972,train
15973,15973,valid
15974,15974,train
15975,15975,train
15976,15976,valid
15977,15977,test
15978,15978,train
15979,15979,train
15980,15980,test
15981,15981,train
15982,15982,train
15983,15983,train
15984,15984,train
15985,15985,test
15986,15986,valid
15987,15987,test
15988,15988,train
15989,15989,train
15990,15990,train
15991,15991,train
15992,15992,train
15993,15993,valid
15994,15994,train
15995,15995,train
15996,15996,train
15997,15997,train
15998,15998,train
15999,15999,test
16000,16000,train
16001,16001,train
16002,16002,train
16003,16003,valid
16004,16004,train
16005,16005,train
16006,16006,train
16007,16007,train
16008,16008,train
16009,16009,train
16010,16010,train
16011,16011,train
16012,16012,train
16013,16013,train
16014,16014,train
16015,16015,train
16016,16016,train
16017,16017,train
16018,16018,train
16019,16019,train
16020,16020,test
16021,16021,train
16022,16022,train
16023,16023,train
16024,16024,train
16025,16025,train
16026,16026,train
16027,16027,train
16028,16028,train
16029,16029,train
16030,16030,train
16031,16031,train
16032,16032,valid
16033,16033,train
16034,16034,train
16035,16035,train
16036,16036,valid
16037,16037,train
16038,16038,train
16039,16039,train
16040,16040,train
16041,16041,train
16042,16042,train
16043,16043,train
16044,16044,train
16045,16045,train
16046,16046,train
16047,16047,test
16048,16048,train
16049,16049,train
16050,16050,train
16051,16051,train
16052,16052,train
16053,16053,train
16054,16054,train
16055,16055,train
16056,16056,train
16057,16057,test
16058,16058,train
16059,16059,train
16060,16060,train
16061,16061,train
16062,16062,train
16063,16063,valid
16064,16064,train
16065,16065,train
16066,16066,train
16067,16067,train
16068,16068,test
16069,16069,train
16070,16070,train
16071,16071,train
16072,16072,train
16073,16073,train
16074,16074,valid
16075,16075,train
16076,16076,valid
16077,16077,train
16078,16078,train
16079,16079,train
16080,16080,train
16081,16081,train
16082,16082,train
16083,16083,test
16084,16084,train
16085,16085,train
16086,16086,valid
16087,16087,train
16088,16088,train
16089,16089,test
16090,16090,test
16091,16091,train
16092,16092,train
16093,16093,test
16094,16094,train
16095,16095,train
16096,16096,train
16097,16097,train
16098,16098,train
16099,16099,train
16100,16100,train
16101,16101,train
16102,16102,train
16103,16103,train
16104,16104,train
16105,16105,train
16106,16106,train
16107,16107,train
16108,16108,train
16109,16109,valid
16110,16110,train
16111,16111,train
16112,16112,test
16113,16113,train
16114,16114,train
16115,16115,train
16116,16116,train
16117,16117,train
16118,16118,train
16119,16119,train
16120,16120,train
16121,16121,train
16122,16122,valid
16123,16123,train
16124,16124,valid
16125,16125,train
16126,16126,valid
16127,16127,train
16128,16128,train
16129,16129,train
16130,16130,train
16131,16131,train
16132,16132,valid
16133,16133,train
16134,16134,train
16135,16135,test
16136,16136,train
16137,16137,train
16138,16138,valid
16139,16139,train
16140,16140,valid
16141,16141,train
16142,16142,train
16143,16143,train
16144,16144,train
16145,16145,train
16146,16146,train
16147,16147,test
16148,16148,train
16149,16149,train
16150,16150,train
16151,16151,train
16152,16152,train
16153,16153,train
16154,16154,train
16155,16155,test
16156,16156,train
16157,16157,train
16158,16158,train
16159,16159,train
16160,16160,train
16161,16161,train
16162,16162,train
16163,16163,test
16164,16164,test
16165,16165,train
16166,16166,train
16167,16167,train
16168,16168,valid
16169,16169,train
16170,16170,train
16171,16171,train
16172,16172,train
16173,16173,train
16174,16174,train
16175,16175,train
16176,16176,train
16177,16177,test
16178,16178,train
16179,16179,train
16180,16180,train
16181,16181,train
16182,16182,train
16183,16183,test
16184,16184,valid
16185,16185,valid
16186,16186,train
16187,16187,train
16188,16188,train
16189,16189,train
16190,16190,test
16191,16191,train
16192,16192,train
16193,16193,train
16194,16194,train
16195,16195,train
16196,16196,train
16197,16197,test
16198,16198,train
16199,16199,train
16200,16200,train
16201,16201,train
16202,16202,train
16203,16203,test
16204,16204,test
16205,16205,test
16206,16206,train
16207,16207,test
16208,16208,train
16209,16209,train
16210,16210,train
16211,16211,test
16212,16212,train
16213,16213,train
16214,16214,valid
16215,16215,train
16216,16216,test
16217,16217,train
16218,16218,train
16219,16219,train
16220,16220,train
16221,16221,train
16222,16222,train
16223,16223,train
16224,16224,train
16225,16225,train
16226,16226,train
16227,16227,test
16228,16228,train
16229,16229,train
16230,16230,train
16231,16231,train
16232,16232,train
16233,16233,train
16234,16234,train
16235,16235,valid
16236,16236,train
16237,16237,test
16238,16238,train
16239,16239,train
16240,16240,train
16241,16241,train
16242,16242,train
16243,16243,valid
16244,16244,train
16245,16245,train
16246,16246,test
16247,16247,valid
16248,16248,train
16249,16249,train
16250,16250,train
16251,16251,train
16252,16252,valid
16253,16253,train
16254,16254,valid
16255,16255,test
16256,16256,test
16257,16257,valid
16258,16258,train
16259,16259,train
16260,16260,train
16261,16261,train
16262,16262,valid
16263,16263,train
16264,16264,train
16265,16265,train
16266,16266,train
16267,16267,train
16268,16268,train
16269,16269,train
16270,16270,valid
16271,16271,train
16272,16272,train
16273,16273,train
16274,16274,test
16275,16275,train
16276,16276,test
16277,16277,valid
16278,16278,train
16279,16279,valid
16280,16280,train
16281,16281,test
16282,16282,train
16283,16283,valid
16284,16284,train
16285,16285,train
16286,16286,train
16287,16287,train
16288,16288,train
16289,16289,train
16290,16290,valid
16291,16291,train
16292,16292,train
16293,16293,test
16294,16294,valid
16295,16295,train
16296,16296,train
16297,16297,train
16298,16298,train
16299,16299,train
16300,16300,train
16301,16301,train
16302,16302,train
16303,16303,train
16304,16304,train
16305,16305,valid
16306,16306,train
16307,16307,valid
16308,16308,train
16309,16309,train
16310,16310,train
16311,16311,train
16312,16312,train
16313,16313,train
16314,16314,train
16315,16315,train
16316,16316,train
16317,16317,train
16318,16318,test
16319,16319,valid
16320,16320,train
16321,16321,train
16322,16322,train
16323,16323,train
16324,16324,train
16325,16325,train
16326,16326,train
16327,16327,train
16328,16328,train
16329,16329,train
16330,16330,train
16331,16331,train
16332,16332,train
16333,16333,train
16334,16334,train
16335,16335,test
16336,16336,train
16337,16337,train
16338,16338,train
16339,16339,valid
16340,16340,train
16341,16341,train
16342,16342,train
16343,16343,train
16344,16344,train
16345,16345,train
16346,16346,train
16347,16347,train
16348,16348,valid
16349,16349,train
16350,16350,train
16351,16351,train
16352,16352,test
16353,16353,train
16354,16354,train
16355,16355,train
16356,16356,train
16357,16357,train
16358,16358,valid
16359,16359,train
16360,16360,test
16361,16361,valid
16362,16362,train
16363,16363,train
16364,16364,train
16365,16365,test
16366,16366,train
16367,16367,train
16368,16368,train
16369,16369,train
16370,16370,test
16371,16371,train
16372,16372,train
16373,16373,train
16374,16374,train
16375,16375,train
16376,16376,train
16377,16377,train
16378,16378,train
16379,16379,train
16380,16380,train
16381,16381,train
16382,16382,train
16383,16383,train
16384,16384,train
16385,16385,test
16386,16386,train
16387,16387,train
16388,16388,train
16389,16389,train
16390,16390,train
16391,16391,train
16392,16392,train
16393,16393,train
16394,16394,train
16395,16395,train
16396,16396,valid
16397,16397,train
16398,16398,train
16399,16399,train
16400,16400,train
16401,16401,train
16402,16402,train
16403,16403,train
16404,16404,train
16405,16405,train
16406,16406,test
16407,16407,train
16408,16408,valid
16409,16409,valid
16410,16410,test
16411,16411,valid
16412,16412,test
16413,16413,train
16414,16414,valid
16415,16415,test
16416,16416,train
16417,16417,train
16418,16418,train
16419,16419,test
16420,16420,train
16421,16421,train
16422,16422,test
16423,16423,train
16424,16424,train
16425,16425,valid
16426,16426,train
16427,16427,valid
16428,16428,train
16429,16429,train
16430,16430,train
16431,16431,test
16432,16432,train
16433,16433,train
16434,16434,train
16435,16435,valid
16436,16436,train
16437,16437,test
16438,16438,train
16439,16439,train
16440,16440,train
16441,16441,train
16442,16442,train
16443,16443,train
16444,16444,train
16445,16445,train
16446,16446,train
16447,16447,train
16448,16448,train
16449,16449,test
16450,16450,train
16451,16451,train
16452,16452,test
16453,16453,train
16454,16454,train
16455,16455,train
16456,16456,train
16457,16457,train
16458,16458,train
16459,16459,train
16460,16460,train
16461,16461,train
16462,16462,train
16463,16463,train
16464,16464,valid
16465,16465,test
16466,16466,train
16467,16467,train
16468,16468,valid
16469,16469,train
16470,16470,train
16471,16471,train
16472,16472,train
16473,16473,train
16474,16474,train
16475,16475,train
16476,16476,train
16477,16477,train
16478,16478,train
16479,16479,train
16480,16480,train
16481,16481,train
16482,16482,train
16483,16483,test
16484,16484,valid
16485,16485,train
16486,16486,train
16487,16487,valid
16488,16488,train
16489,16489,train
16490,16490,train
16491,16491,train
16492,16492,train
16493,16493,train
16494,16494,train
16495,16495,train
16496,16496,train
16497,16497,train
16498,16498,test
16499,16499,train
16500,16500,valid
16501,16501,test
16502,16502,train
16503,16503,valid
16504,16504,train
16505,16505,train
16506,16506,train
16507,16507,test
16508,16508,valid
16509,16509,train
16510,16510,valid
16511,16511,valid
16512,16512,train
16513,16513,train
16514,16514,train
16515,16515,valid
16516,16516,train
16517,16517,train
16518,16518,train
16519,16519,train
16520,16520,train
16521,16521,test
16522,16522,train
16523,16523,train
16524,16524,test
16525,16525,train
16526,16526,train
16527,16527,valid
16528,16528,train
16529,16529,train
16530,16530,train
16531,16531,train
16532,16532,train
16533,16533,valid
16534,16534,train
16535,16535,train
16536,16536,test
16537,16537,train
16538,16538,train
16539,16539,train
16540,16540,train
16541,16541,valid
16542,16542,test
16543,16543,train
16544,16544,train
16545,16545,train
16546,16546,train
16547,16547,train
16548,16548,train
16549,16549,train
16550,16550,train
16551,16551,train
16552,16552,train
16553,16553,train
16554,16554,train
16555,16555,train
16556,16556,train
16557,16557,train
16558,16558,valid
16559,16559,train
16560,16560,train
16561,16561,train
16562,16562,train
16563,16563,train
16564,16564,train
16565,16565,train
16566,16566,test
16567,16567,train
16568,16568,train
16569,16569,valid
16570,16570,valid
16571,16571,train
16572,16572,train
16573,16573,train
16574,16574,train
16575,16575,train
16576,16576,train
16577,16577,valid
16578,16578,valid
16579,16579,train
16580,16580,train
16581,16581,train
16582,16582,valid
16583,16583,train
16584,16584,valid
16585,16585,test
16586,16586,train
16587,16587,train
16588,16588,train
16589,16589,train
16590,16590,train
16591,16591,train
16592,16592,train
16593,16593,train
16594,16594,train
16595,16595,train
16596,16596,valid
16597,16597,valid
16598,16598,train
16599,16599,train
16600,16600,train
16601,16601,train
16602,16602,test
16603,16603,train
16604,16604,train
16605,16605,train
16606,16606,train
16607,16607,train
16608,16608,train
16609,16609,train
16610,16610,train
16611,16611,train
16612,16612,train
16613,16613,train
16614,16614,test
16615,16615,train
16616,16616,train
16617,16617,train
16618,16618,train
16619,16619,train
16620,16620,train
16621,16621,train
16622,16622,train
16623,16623,train
16624,16624,valid
16625,16625,train
16626,16626,train
16627,16627,train
16628,16628,test
16629,16629,train
16630,16630,train
16631,16631,train
16632,16632,train
16633,16633,valid
16634,16634,train
16635,16635,train
16636,16636,train
16637,16637,train
16638,16638,train
16639,16639,train
16640,16640,train
16641,16641,train
16642,16642,train
16643,16643,train
16644,16644,train
16645,16645,train
16646,16646,train
16647,16647,train
16648,16648,valid
16649,16649,train
16650,16650,train
16651,16651,test
16652,16652,train
16653,16653,train
16654,16654,train
16655,16655,train
16656,16656,train
16657,16657,train
16658,16658,train
16659,16659,valid
16660,16660,valid
16661,16661,train
16662,16662,train
16663,16663,train
16664,16664,test
16665,16665,train
16666,16666,test
16667,16667,train
16668,16668,train
16669,16669,train
16670,16670,train
16671,16671,train
16672,16672,train
16673,16673,train
16674,16674,train
16675,16675,train
16676,16676,train
16677,16677,train
16678,16678,train
16679,16679,train
16680,16680,train
16681,16681,train
16682,16682,train
16683,16683,train
16684,16684,train
16685,16685,valid
16686,16686,train
16687,16687,train
16688,16688,train
16689,16689,train
16690,16690,train
16691,16691,train
16692,16692,train
16693,16693,test
16694,16694,train
16695,16695,train
16696,16696,train
16697,16697,train
